X,Y,Crash_Type,Accident_Datetime,Location,Latitude,Longitude,Posted_Speed,Road_Type,Pedestrian_Age,Pedestrian_Gender,Pedestrian_City_of_Residence,Pedestrian_Zip_Code,Biker_Age,Biker_Gender,Biker_City_of_Residence,Biker_Zip_Code,Pedestrian_Injury_Severity,Pedestrian_to_Hospital,Biker_Injury_Severity,Biker_to_Hospital,ObjectId,Vehicle_Direction_of_Travel
-93.069,44.956,Pedestrian,2019/07/08 21:24:00+00,E 5TH ST,44.947,-93.092,5,Municipal State Aid Street,76,M,SAINT PAUL,551072235,,,,,Suspected Minor Injury,Yes,,,275,Unknown
-93.164,44.986,Bike,2019/07/08 19:55:00+00,W UNIVERSITY AVE,44.957,-93.18,30,County State Aid Highway,,,,,22,M,OAKDALE,551282818,,,Suspected Serious Injury,Yes,276,Unknown
-93.078,44.93,Bike,2019/07/07 23:06:00+00,W SUMMIT AVE,44.941,-93.126,30,Municipal State Aid Street,,,,,50,M,WEST SAINT PAUL,551181412,,,Possible Injury,Yes,277,Unknown
-93.071,44.97,Pedestrian,2019/07/06 20:32:00+00,N WHITE BEAR AVE,44.963,-93.025,40,County State Aid Highway,13,M,ST. PAUL55109,55109,,,,,Suspected Minor Injury,No,,,278,Unknown
-93.029,44.987,Pedestrian,2019/07/06 01:41:00+00,-- NOT ON ROADWAY --,44.953,-93.159,,Non-Trafficway,55,F,SAINT PAUL,551032354,,,,,Possible Injury,No,,,279,Unknown
-93.083,44.969,Pedestrian,2019/07/05 21:00:00+00,W 7TH ST,44.921,-93.137,30,State Trunk Highway,50,M,SAINT PAUL,55116,,,,,Possible Injury,No,,,280,Unknown
-93.092,44.947,Pedestrian,2019/07/05 04:47:00+00,W COOK AVE,44.973,-93.103,30,Local or City Street,39,F,COON RAPIDS,554333569,,,,,Suspected Minor Injury,No,,,281,Unknown
-93.18,44.957,Pedestrian,2019/07/05 03:25:00+00,N ARKWRIGHT ST,44.985,-93.084,30,Local or City Street,10,F,WHITE BEAR LAKE,55110,,,,,Suspected Serious Injury,Yes,,,282,Unknown
-93.094,44.949,Pedestrian,2019/07/02 14:18:00+00,S DALE ST,44.94,-93.126,30,County State Aid Highway,23,F,WHITE BEAR LAKE,551105557,,,,,Possible Injury,Yes,,,283,Unknown
-93.126,44.941,Pedestrian,2019/07/02 04:01:00+00,W 7TH ST,44.943,-93.104,35,State Trunk Highway,59,M,SAINT PAUL,551022752,,,,,,No,,,284,Unknown
-93.025,44.963,Pedestrian,2021/05/07 22:09:00+00,W SAINT ANTHONY AVE,44.952,-93.154,30,Municipal State Aid Street,73,M,SAINT PAUL,551044111,,,,,Suspected Minor Injury,Yes,,,285,Unknown
-93.159,44.953,Pedestrian,2021/09/27 01:45:00+00,W JEFFERSON AVE,44.931,-93.137,10,All other roads,21,F,SAINT PAUL,551044827,,,,,Possible Injury,No,,,286,Unknown
-93.137,44.921,Pedestrian,2019/07/02 02:15:00+00,E 3RD ST,44.957,-93.045,30,Municipal State Aid Street,58,F,ST PAUL,55106,,,,,Suspected Minor Injury,Yes,,,287,Unknown
-93.103,44.973,Bike,2019/06/29 18:25:00+00,W SAINT CLAIR AVE,44.934,-93.118,30,Municipal State Aid Street,,,,,,,,,,,,No,288,Unknown
-93.084,44.985,Bike,2019/06/25 12:03:00+00,WARNER RD,44.946,-93.085,40,County State Aid Highway,,,,,59,M,RICHFIELD,554231918,,,Suspected Serious Injury,Yes,289,Unknown
-93.126,44.94,Pedestrian,2019/06/24 22:20:00+00,N CEDAR ST,44.946,-93.093,30,Municipal State Aid Street,48,M,ST PAUL,55106,,,,,Suspected Minor Injury,Yes,,,290,Unknown
-93.104,44.943,Pedestrian,2019/06/24 12:29:00+00,CEDAR STREET,,,30,Local or City Street,70,M,ST. PAUL,55101,,,,,Suspected Minor Injury,Yes,,,291,Unknown
-93.154,44.952,Bike,2019/06/22 00:30:00+00,N PAYNE AVE,44.978,-93.074,30,Municipal State Aid Street,,,,,57,M,MAPLEWOOD,55109,,,Suspected Minor Injury,No,292,Unknown
-93.137,44.931,Bike,2019/06/21 02:42:00+00,N PAYNE AVE,44.975,-93.073,30,Municipal State Aid Street,,,,,18,M,SAINT PAUL,551061034,,,Possible Injury,Yes,293,Unknown
-93.045,44.957,Pedestrian,2019/06/20 05:00:00+00,N RICE ST,44.957,-93.106,,County State Aid Highway,,,,,,,,,,No,,,294,Unknown
-93.118,44.934,Pedestrian,2019/06/04 18:50:00+00,W BLAIR AVE,44.961,-93.167,45,Local or City Street,,,,,,,,,,No,,,295,Unknown
-93.085,44.946,Bike,2019/06/20 01:00:00+00,1181 FOREST ST,,,10,Local or City Street,,,,,7,M,ST. PAUL,55106,,,Suspected Minor Injury,Yes,296,Unknown
-93.093,44.946,Bike,2019/06/18 22:15:00+00,N RICE ST,44.959,-93.106,30,County State Aid Highway,,,,,33,F,SAINT PAUL,551031053,,,Suspected Minor Injury,Yes,297,Unknown
,,Bike,2019/06/18 13:30:00+00,E 5TH ST,44.947,-93.091,30,Municipal State Aid Street,,,,,34,M,OAKDALE,551283323,,,Suspected Minor Injury,Yes,298,Unknown
-93.074,44.978,Pedestrian,2019/06/16 02:00:00+00,N ARCADE ST,44.977,-93.066,30,U.S. Trunk Highway,12,F,WHITE BEAR LAKE,55110,,,,,Suspected Minor Injury,Yes,,,299,Unknown
-93.073,44.975,Bike,2019/06/14 22:17:00+00,N DALE ST,44.967,-93.126,30,County State Aid Highway,,,,,15,M,SAINT PAUL,55104,,,Suspected Minor Injury,No,300,Unknown
-93.106,44.957,Pedestrian,2019/06/15 03:08:00+00,S ROBERT ST,44.92,-93.081,30,All other roads,27,F,HASTINGS,550331953,,,,,Possible Injury,Yes,,,301,Unknown
-93.167,44.961,Pedestrian,2019/06/13 23:45:00+00,W SAINT CLAIR AVE,44.934,-93.19,,Municipal State Aid Street,59,F,SAINT PAUL,551051234,,,,,Suspected Minor Injury,Yes,,,302,Unknown
,,Pedestrian,2019/06/12 18:15:00+00,E CONGRESS ST,44.932,-93.081,30,Local or City Street,18,M,SAINT PAUL,551032303,,,,,Suspected Minor Injury,No,,,303,Unknown
-93.106,44.959,Pedestrian,2019/06/10 17:07:00+00,E 6TH ST,44.95,-93.088,30,Municipal State Aid Street,41,F,ST. PAUL,55122,,,,,Possible Injury,No,,,304,Unknown
-93.091,44.947,Pedestrian,2019/06/10 17:07:00+00,E 6TH ST,44.95,-93.088,30,Municipal State Aid Street,35,F,NORTH OAKS,55127,,,,,,No,,,305,Unknown
-93.066,44.977,Pedestrian,2019/06/10 17:07:00+00,E 6TH ST,44.95,-93.088,30,Municipal State Aid Street,35,F,CHAMPLIN,55316,,,,,Suspected Minor Injury,No,,,306,Unknown
-93.126,44.967,Pedestrian,2019/06/10 17:07:00+00,E 6TH ST,44.95,-93.088,30,Municipal State Aid Street,46,F,ST. PAUL,55101,,,,,,No,,,307,Unknown
-93.081,44.92,Pedestrian,2019/06/10 17:07:00+00,E 6TH ST,44.95,-93.088,30,Municipal State Aid Street,51,F,ST. PAUL,55101,,,,,Possible Injury,Yes,,,308,Unknown
-93.19,44.934,Pedestrian,2019/06/08 21:05:00+00,N WESTERN AVE,44.975,-93.116,30,Municipal State Aid Street,25,M,SAINT PAUL,551174833,,,,,Suspected Serious Injury,Yes,,,309,Unknown
-93.081,44.932,Pedestrian,2019/06/08 04:37:00+00,N RICE ST,44.977,-93.106,35,County State Aid Highway,29,M,ST. PAUL,55117,,,,,Suspected Serious Injury,Yes,,,310,Unknown
-93.088,44.95,Bike,2019/06/06 16:31:00+00,N DUNLAP ST,44.956,-93.149,30,Local or City Street,,,,,21,M,SAINT PAUL,551042544,,,Possible Injury,No,311,Unknown
-93.088,44.95,Bike,2019/06/05 20:00:00+00,CESAR CHAVEZ  ST,44.932,-93.081,,Municipal State Aid Street,,,,,13,M,ST PAUL,55107,,,Possible Injury,No,312,Unknown
-93.088,44.95,Pedestrian,2019/06/04 21:30:00+00,S SMITH AVE,44.929,-93.102,30,State Trunk Highway,44,F,SAINT PAUL,551072678,,,,,Suspected Minor Injury,Yes,,,313,Unknown
-93.088,44.95,Bike,2019/06/04 23:28:00+00,W THOMAS AVE,44.959,-93.162,30,Municipal State Aid Street,,,,,42,,SAINT PAUL,551046419,,,Possible Injury,Yes,314,Unknown
-93.088,44.95,Bike,2019/06/02 22:35:00+00,W MARSHALL AVE,44.948,-93.183,,County State Aid Highway,,,,,24,F,HERMANTOWN,55810,,,Possible Injury,Yes,315,Unknown
-93.116,44.975,Pedestrian,2019/06/01 16:30:00+00,W SARGENT AVE,44.935,-93.167,30,Local or City Street,49,M,EAGAN,551223321,,,,,,No,,,316,Unknown
-93.106,44.977,Bike,2019/06/01 14:40:00+00,S ALBERT ST,44.941,-93.159,30,Local or City Street,,,,,36,M,SAINT PAUL,551161333,,,Suspected Minor Injury,Yes,317,Unknown
-93.149,44.956,Pedestrian,2019/06/01 05:11:00+00,W 7TH ST,44.942,-93.105,30,State Trunk Highway,52,M,STPAUL,55116,,,,,,No,,,318,Unknown
-93.081,44.932,Pedestrian,2019/05/28 23:34:00+00,W UNIVERSITY AVE,44.956,-93.167,30,County State Aid Highway,51,M,WINONA,559872010,,,,,,No,,,319,Unknown
-93.102,44.929,Pedestrian,2019/05/26 21:40:00+00,E GERANIUM AVE,44.976,-93.055,30,Local or City Street,4,M,ST. PAUL,55106,,,,,Possible Injury,No,,,320,Unknown
-93.162,44.959,Pedestrian,2019/05/26 20:25:00+00,N KENT ST,44.956,-93.124,30,Local or City Street,76,M,MAPLEWOOD,55109,,,,,Possible Injury,Yes,,,321,Unknown
-93.183,44.948,Bike,2019/05/25 22:00:00+00,N HAMLINE AVE,44.981,-93.157,,Municipal State Aid Street,,,,,28,M,SAINT PAUL,551041715,,,,No,322,Unknown
-93.073,44.957,Pedestrian,2019/05/24 23:00:00+00,SHEPARD RD,44.927,-93.12,40,County State Aid Highway,29,F,SAINT PAUL,551024004,,,,,Suspected Minor Injury,Yes,,,323,Unknown
-93.178,44.957,Pedestrian,2019/05/22 02:55:00+00,FRANKLIN AVE,44.965,-93.205,30,Municipal State Aid Street,78,M,SAINT PAUL,551141463,,,,,Suspected Minor Injury,Yes,,,324,Unknown
-93.047,44.978,Bike,2019/05/22 01:15:00+00,EAGLE PKWY,44.941,-93.1,40,Local or City Street,,,,,13,F,ST. PAUL,55107,,,Suspected Minor Injury,Yes,325,Unknown
-93.165,44.956,Pedestrian,2019/05/20 22:48:00+00,N EDGERTON ST,44.971,-93.076,30,County State Aid Highway,64,F,SAINT PAUL,551303947,,,,,Suspected Serious Injury,Yes,,,326,Unknown
-93.106,44.956,Pedestrian,2019/05/19 18:59:00+00,W COOK AVE,44.973,-93.116,10,Local or City Street,36,F,SAINT PAUL,551175309,,,,,,No,,,327,Unknown
-93.106,44.956,Pedestrian,2019/05/16 18:00:00+00,-- NOT ON ROADWAY --,44.947,-93.095,,Non-Trafficway,22,F,ST. PAUL,55101,,,,,Possible Injury,Yes,,,328,Unknown
-93.103,44.944,Pedestrian,2019/05/15 00:59:00+00,N RICE ST,44.957,-93.106,,County State Aid Highway,54,F,SAINT PAUL,551065793,,,,,,No,,,329,Unknown
-93.097,44.942,Bike,2019/05/14 23:00:00+00,N WACOUTA ST,44.948,-93.086,30,Local or City Street,,,,,10,F,ST PAUL,55108,,,,No,330,Unknown
-93.109,44.956,Pedestrian,2019/05/07 21:40:00+00,E FILLMORE AVE,44.941,-93.085,30,Municipal State Aid Street,40,M,EAGAN,551211719,,,,,Possible Injury,No,,,331,Unknown
-93.161,44.956,Pedestrian,2019/05/10 23:30:00+00,W 7TH ST,44.942,-93.106,25,State Trunk Highway,20,M,WOODBURY,551256710,,,,,,No,,,332,Unknown
-93.106,44.956,Bike,2019/05/08 19:30:00+00,N DALE ST,44.95,-93.126,30,County State Aid Highway,,,,,67,M,SAINT PAUL,551023326,,,,No,333,Unknown
-93.076,44.968,Pedestrian,2019/05/06 14:56:00+00,W LAUREL AVE,44.945,-93.167,,Local or City Street,21,F,IOWA CITY,52245,,,,,Suspected Minor Injury,Yes,,,334,Unknown
-93.198,44.948,Pedestrian,2019/05/06 03:57:00+00,JOHNSON PKWY,44.963,-93.046,30,Municipal State Aid Street,20,F,SAINT PAUL,551064733,,,,,Suspected Minor Injury,No,,,335,Unknown
-93.104,44.965,Pedestrian,2019/05/05 02:45:00+00,HUDSON RD,44.952,-93.057,30,Municipal State Aid Street,23,M,SAINT PAUL,551065783,,,,,Suspected Minor Injury,Yes,,,336,Unknown
-93.066,44.984,Bike,2019/05/04 20:55:00+00,N MENDOTA ST,44.961,-93.064,30,Local or City Street,,,,,8,M,SAINT PAUL,55106,,,Possible Injury,Yes,337,Unknown
-93.066,44.963,Pedestrian,2019/05/03 03:43:00+00,N ARKWRIGHT ST,44.973,-93.084,30,Municipal State Aid Street,41,F,SAINT PAUL,551303572,,,,,Suspected Minor Injury,No,,,338,Unknown
-93.082,44.977,Pedestrian,2019/05/01 05:20:00+00,E 3RD ST,44.957,-93.042,35,Municipal State Aid Street,37,M,MINNEAPOLIS,554043315,,,,,Suspected Minor Injury,Yes,,,339,Unknown
-93.106,44.96,Bike,2019/04/30 21:25:00+00,N DUNLAP ST,44.956,-93.149,,Local or City Street,,,,,43,M,YORK,55104,,,Possible Injury,Yes,340,Unknown
-93.136,44.94,Bike,2019/04/24 23:34:00+00,N MARION ST,44.959,-93.109,10,County State Aid Highway,,,,,7,M,SAINT PAUL,55117,,,,No,341,Unknown
-93.084,44.977,Pedestrian,2019/04/23 21:44:00+00,BROADWAY ST,44.95,-93.085,30,Municipal State Aid Street,41,M,SAINT PAUL,551064634,,,,,Possible Injury,Yes,,,342,Unknown
-93.147,44.94,Bike,2019/04/23 19:40:00+00,W RANDOLPH AVE,44.927,-93.142,5,County State Aid Highway,,,,,28,F,ST PAUL,55102,,,,No,343,Unknown
-93.005,44.961,Pedestrian,2019/04/21 04:37:00+00,W CONCORDIA AVE,44.951,-93.167,30,Local or City Street,,M,,,,,,,Suspected Serious Injury,Yes,,,344,Unknown
-93.146,44.956,Bike,2019/04/20 15:19:00+00,E CALIFORNIA AVE,44.991,-93.025,30,Local or City Street,,,,,10,M,ST PAUL,55106,,,,No,345,Unknown
-93.161,44.906,Pedestrian,2019/04/16 21:05:00+00,270,44.955,-93.096,30,Municipal State Aid Street,18,F,SAINT PAUL,551303510,,,,,Suspected Minor Injury,Yes,,,346,Unknown
-93.116,44.956,Pedestrian,2019/04/16 21:05:00+00,270,44.955,-93.096,30,Municipal State Aid Street,18,F,SAINT PAUL,551193909,,,,,Suspected Minor Injury,Yes,,,347,Unknown
-93.099,44.944,Pedestrian,2019/04/16 22:10:00+00,W CARROLL AVE,44.951,-93.187,,Local or City Street,22,F,ST PAUL,55104,,,,,Suspected Minor Injury,Yes,,,348,Unknown
-93.111,44.962,Pedestrian,2019/04/10 20:32:00+00,S MCKNIGHT RD,44.936,-93.005,30,County State Aid Highway,16,F,ST PAUL,55119,,,,,,No,,,349,Unknown
-93.066,44.977,Bike,2019/03/28 21:00:00+00,N RICE ST,44.99,-93.106,35,County State Aid Highway,,,,,23,M,SAINT PAUL,551173718,,,,No,350,Unknown
-93.144,44.956,Pedestrian,2019/04/05 18:57:00+00,N DUNLAP ST,44.955,-93.149,30,Local or City Street,69,M,ST PAUL,55102,,,,,Possible Injury,Yes,,,351,Unknown
-93.045,44.967,Bike,2019/04/03 17:58:00+00,N MENDOTA ST,44.957,-93.064,,Local or City Street,,,,,7,M,ST. PAUL,55106,,,,No,352,Unknown
-93.098,44.948,Pedestrian,2019/03/27 21:45:00+00,E 7TH ST,44.949,-93.094,30,State Trunk Highway,34,M,SAINT PAUL,551073134,,,,,Suspected Minor Injury,Yes,,,353,Unknown
-93.025,44.953,Pedestrian,2019/03/16 02:30:00+00,N HAMLINE AVE,44.954,-93.157,,Municipal State Aid Street,58,M,SAINT PAUL,551044115,,,,,Possible Injury,No,,,354,Unknown
-93.106,44.96,Pedestrian,2019/03/23 01:34:00+00,E ROSS ST,44.966,-93.026,30,Local or City Street,49,F,PRIOR LAKE,553722918,,,,,Suspected Serious Injury,Yes,,,355,Unknown
-93.089,44.951,Pedestrian,2019/03/21 11:04:00+00,N MARION ST,44.949,-93.107,30,Municipal State Aid Street,53,M,NORTH ST. PAUL,55109,,,,,Fatal,No,,,356,Unknown
-93.045,44.975,Bike,2019/03/19 21:45:00+00,N WHITE BEAR AVE,44.987,-93.025,35,County State Aid Highway,,,,,47,M,SAINT PAUL,551061122,,,Suspected Minor Injury,Yes,357,Unknown
-93.196,44.982,Pedestrian,2019/03/19 10:39:00+00,E PHALEN BLVD,44.966,-93.074,30,Municipal State Aid Street,32,M,SAINT PAUL,551193204,,,,,Suspected Minor Injury,Yes,,,358,Unknown
-93.126,44.958,Pedestrian,2019/03/18 22:25:00+00,W SELBY AVE,44.947,-93.116,,Municipal State Aid Street,38,F,SAINT PAUL,554233662,,,,,Suspected Minor Injury,No,,,359,Unknown
-93.106,44.95,Pedestrian,2021/09/26 03:00:00+00,N MILTON ST,44.941,-93.139,25,Local or City Street,19,M,SAINT PAUL,551121542,,,,,Suspected Minor Injury,No,,,360,Unknown
-93.106,44.96,Pedestrian,2021/09/24 18:56:00+00,N SYLVAN ST,44.976,-93.101,30,Local or City Street,10,M,ST PAUL,55106,,,,,,No,,,361,Unknown
-93.106,44.968,Pedestrian,2021/09/24 14:35:00+00,W RANDOLPH AVE,44.927,-93.167,,County State Aid Highway,57,F,SAINT PAUL,551041111,,,,,Possible Injury,Yes,,,362,Unknown
-93.11,44.952,Pedestrian,2021/09/22 22:20:00+00,N CEDAR ST,44.949,-93.095,30,Local or City Street,46,,STPAUL,55101,,,,,Suspected Minor Injury,Yes,,,363,Unknown
-93.167,44.942,Pedestrian,2021/09/18 20:00:00+00,1580 UNIVERSITY AVE,44.955,-93.166,10,Non Trafficway,69,F,NEW HOPE,55428,,,,,Possible Injury,No,,,364,Unknown
-93.025,44.951,Pedestrian,2021/09/18 05:05:00+00,N CHESTNUT ST,44.943,-93.103,30,Municipal State Aid Street,20,M,SAINT PAUL,551066401,,,,,Possible Injury,Yes,,,365,Unknown
-93.088,44.93,Pedestrian,2021/09/17 20:22:00+00,W FRONT AVE,44.97,-93.127,30,County State Aid Highway,15,M,SAINT PAUL,55104,,,,,Possible Injury,No,,,366,Unknown
-93.09,44.947,Bike,2021/09/13 15:07:00+00,NEID LA,44.966,-93.069,25,Municipal State Aid Street,,,,,38,F,SAINT PAUL,551052824,,,,No,367,Unknown
-93.119,44.977,Bike,2021/09/17 01:39:00+00,S SMITH AVE,44.94,-93.109,30,State Trunk Highway,,,,,34,,SAINT PAUL,55101,,,Possible Injury,No,368,Unknown
-93.038,44.984,Bike,2021/09/15 17:03:00+00,SAINT PAUL AVE,44.904,-93.177,,Municipal State Aid Street,,,,,38,,SAINT PAUL,551163279,,,Suspected Minor Injury,Yes,369,Unknown
-93.126,44.947,Pedestrian,2021/09/12 13:15:00+00,W 7TH ST,44.941,-93.107,30,State Trunk Highway,41,F,ST PAUL,55102,,,,,,No,,,370,Unknown
-93.096,44.991,Bike,2021/09/11 18:13:00+00,W MINNEHAHA AVE,44.963,-93.149,35,Municipal State Aid Street,,,,,28,F,PLYMOUTH,554473628,,,Possible Injury,Yes,371,Unknown
-93.106,44.99,Bike,2021/09/11 19:30:00+00,W CONCORDIA AVE,44.951,-93.147,,Municipal State Aid Street,,,,,15,M,ST.,55104,,,,No,372,Unknown
-93.088,44.951,Pedestrian,2019/11/07 03:58:00+00,W SAINT ANTHONY AVE,44.952,-93.126,30,Municipal State Aid Street,23,M,SAINT PAUL,551046632,,,,,,No,,,373,Unknown
-93.11,44.958,Pedestrian,2021/09/11 19:30:00+00,W CONCORDIA AVE,44.951,-93.147,,Municipal State Aid Street,15,M,ST. PAUL,55104,,,,,,No,,,374,Unknown
-93.181,44.918,Pedestrian,2021/09/11 00:40:00+00,S CRETIN AVE,44.942,-93.192,30,Municipal State Aid Street,65,F,EDEN PRAIRIE,553472054,,,,,Suspected Serious Injury,Yes,,,375,Unknown
-93.1,44.948,Pedestrian,2019/11/14 23:10:00+00,N PASCAL ST,44.956,-93.162,30,Municipal State Aid Street,31,M,MINNEAPOLIS,554012037,,,,,,No,,,376,Unknown
-93.035,44.978,Pedestrian,2021/05/07 02:31:00+00,W 7TH ST,44.921,-93.137,30,State Trunk Highway,21,F,SAINT PAUL,551067218,,,,,Suspected Minor Injury,Yes,,,377,Unknown
-93.04,44.967,Pedestrian,2021/09/10 21:30:00+00,W SHERBURNE AVE,44.957,-93.128,20,Local or City Street,18,M,SAINT PAUL,551304037,,,,,Possible Injury,No,,,378,Unknown
-93.129,44.978,Pedestrian,2022/04/21 00:37:00+00,E NEBRASKA AVE,44.987,-93.023,20,Local or City Street,52,M,SAINT PAUL,551194222,,,,,Possible Injury,No,,,379,Unknown
-93.1,44.94,Pedestrian,2021/05/04 23:00:00+00,W UNIVERSITY AVE,44.956,-93.167,30,County State Aid Highway,23,M,SAINT PAUL,551072459,,,,,Possible Injury,No,,,380,Unknown
-93.2,44.96,Pedestrian,2019/11/14 23:10:00+00,N PASCAL ST,44.956,-93.162,30,Municipal State Aid Street,40,F,MINNEAPOLIS,550751055,,,,,,No,,,381,Unknown
-93.167,44.956,Pedestrian,2022/04/19 12:38:00+00,N CLEVELAND AVE,44.951,-93.187,,County State Aid Highway,27,F,MINNEAPOLIS,554083720,,,,,Possible Injury,No,,,382,Unknown
-93.164,44.977,Pedestrian,2021/09/08 14:41:00+00,W LINCOLN AVE,44.939,-93.167,20,Local or City Street,19,M,ST PAUL,55103,,,,,Suspected Minor Injury,No,,,383,Unknown
-93.18,44.957,Bike,2021/05/05 00:24:00+00,W IDAHO AVE,44.99,-93.144,30,Local or City Street,,,,,9,F,SAINT PAUL,55117,,,Suspected Minor Injury,No,384,Unknown
-93.108,44.991,Pedestrian,2019/11/12 09:43:00+00,N JACKSON ST,44.989,-93.097,10,County State Aid Highway,42,M,SAINT PAUL,551046518,,,,,Suspected Minor Injury,Yes,,,385,Unknown
-93.106,44.988,Bike,2021/09/08 00:30:00+00,W MARYLAND AVE,44.977,-93.119,30,All other roads,,,,,26,,ST PAUL,55117,,,Possible Injury,No,386,Unknown
-93.09,44.951,Pedestrian,2022/04/09 22:09:00+00,W UNIVERSITY AVE,44.956,-93.135,35,All other roads,40,M,SAINT PAUL,551042696,,,,,Suspected Serious Injury,Yes,,,387,Unknown
-93.087,44.951,Pedestrian,2021/05/02 04:25:00+00,W 7TH ST,44.943,-93.104,25,State Trunk Highway,37,F,SAINT PAUL,551304511,,,,,Suspected Minor Injury,Yes,,,388,Unknown
-93.172,44.899,Bike,2019/11/09 23:23:00+00,FILLMORE AVE,44.941,-93.085,30,Municipal State Aid Street,,,,,26,M,SAINT PAUL,551065229,,,,No,389,Unknown
-93.073,44.926,Pedestrian,2022/04/08 01:59:00+00,E MARYLAND AVE,44.978,-93.066,35,County State Aid Highway,50,F,SAINT PAUL,551042311,,,,,Suspected Minor Injury,Yes,,,390,Unknown
-93.151,44.951,Pedestrian,2021/09/06 16:11:00+00,N PAYNE AVE,44.97,-93.074,30,Municipal State Aid Street,41,M,SAINT PAUL,551304039,,,,,Suspected Serious Injury,Yes,,,391,Unknown
-93.167,44.956,Bike,2021/04/29 20:35:00+00,N CLEVELAND AVE,44.948,-93.187,25,County State Aid Highway,,,,,30,F,MINNEAPOLIS,55404,,,Suspected Serious Injury,Yes,392,Unknown
-93.106,44.99,Bike,2019/11/09 05:03:00+00,OSCEOLA AVE,44.927,-93.128,,Local or City Street,,,,,49,M,SAINT PAUL,551023533,,,Suspected Minor Injury,Yes,393,Unknown
-93.106,44.97,Bike,2022/04/05 05:25:00+00,N ARCADE ST,44.963,-93.066,30,U.S. Trunk Highway,,,,,25,F,ST. PAUL,55106,,,Suspected Minor Injury,No,394,Unknown
-93.167,44.918,Bike,2021/08/15 07:05:00+00,EB ISTH 94 AT MNTH 280,44.96,-93.203,60,Interstate Trunk Highway,,,,,21,M,SAINT PAUL,551081823,,,Suspected Minor Injury,Yes,395,Unknown
-93.025,44.984,Bike,2021/04/19 09:46:00+00,W 6TH ST,44.946,-93.099,25,Municipal State Aid Street,,,,,61,M,SAINT PAUL,551021422,,,Suspected Minor Injury,No,396,Unknown
-93.094,44.936,Bike,2019/11/08 17:15:00+00,ENERGY PARK DR,44.975,-93.196,10,County State Aid Highway,,,,,69,M,SAINT PAUL,551053430,,,Suspected Minor Injury,No,397,Unknown
-93.056,44.947,Pedestrian,2022/03/30 16:58:00+00,E 14TH ST,44.955,-93.098,25,Local or City Street,19,F,ST. PAUL,55117,,,,,,No,,,398,Unknown
-93.077,44.965,Bike,2021/09/03 22:23:00+00,E HAWTHORNE AVE,44.978,-93.086,,Local or City Street,,,,,60,M,SAINT PAUL,551063219,,,Possible Injury,Yes,399,Unknown
-93.118,44.94,Pedestrian,2021/04/27 20:56:00+00,N SNELLING AVE,44.956,-93.167,35,State Trunk Highway,29,M,SAINT LOUIS PARK,554162904,,,,,,No,,,400,Unknown
-93.13,44.92,Bike,2019/11/07 22:42:00+00,N GALTIER ST,44.961,-93.111,30,Local or City Street,,,,,37,M,ST PAUL,55106,,,Suspected Minor Injury,Yes,401,Unknown
-93.106,44.957,Pedestrian,2022/03/23 11:42:00+00,COMO AVE,44.977,-93.166,35,County State Aid Highway,66,F,SAINT PAUL,551082644,,,,,Suspected Minor Injury,Yes,,,402,Unknown
-93.084,44.949,Pedestrian,2021/09/01 23:27:00+00,E CASE AVE,44.97,-93.066,30,Municipal State Aid Street,22,M,SAINT PAUL,551064603,,,,,Possible Injury,Yes,,,403,Unknown
-93.107,44.988,Pedestrian,2021/04/24 23:18:00+00,E KELLOGG BLVD,44.949,-93.083,20,Municipal State Aid Street,37,M,SAINT PAUL,551021055,,,,,Possible Injury,Yes,,,404,Unknown
-93.091,44.952,Bike,2019/11/02 16:00:00+00,N GRIGGS ST,44.956,-93.152,30,Local or City Street,,,,,42,M,SAINT PAUL,551032258,,,,No,405,Unknown
-93.102,44.945,Pedestrian,2022/03/22 21:10:00+00,RAMPEDGECUMBE RD,44.904,-93.177,30,All other roads,24,F,SAINT PAUL,551065109,,,,,Possible Injury,Yes,,,406,Unknown
-93.036,44.978,Bike,2021/09/01 14:06:00+00,W UNIVERSITY AVE,44.961,-93.191,30,County State Aid Highway,,,,,21,,EDEN PRAIRIE,553473076,,,,No,407,Unknown
-93.061,44.974,Pedestrian,2021/04/25 02:15:00+00,E MARYLAND AVE,44.977,-93.085,30,County State Aid Highway,34,M,SAINT PAUL,551304437,,,,,Suspected Minor Injury,Yes,,,408,Unknown
-93.193,44.918,Bike,2019/11/06 21:10:00+00,E HAWTHORNE AVE,44.978,-93.066,30,Local or City Street,,,,,,M,ST PAUL,55106,,,Suspected Minor Injury,Yes,409,Unknown
-93.074,44.986,Pedestrian,2022/03/22 21:10:00+00,RAMPEDGECUMBE RD,44.904,-93.177,30,All other roads,25,99,COON RAPIDS,554333052,,,,,Possible Injury,No,,,410,Unknown
-93.102,44.927,Bike,2021/08/28 18:00:00+00,-- NOT ON ROADWAY --,44.953,-93.094,,All other roads,,,,,30,F,SAINT PAUL,551023076,,,Suspected Minor Injury,No,411,Unknown
-93.063,44.971,Bike,2021/08/18 03:38:00+00,N LAFAYETTE RD,44.953,-93.084,30,All other roads,,,,,69,M,SAINT PAUL,551021005,,,Possible Injury,No,412,Unknown
-93.146,44.949,Pedestrian,2021/08/22 02:00:00+00,W 7TH ST,44.916,-93.145,30,State Trunk Highway,53,F,MOUNDS VIEW,551125815,,,,,Possible Injury,No,,,413,Unknown
